X,Y,FID,LICENSEE,CALLSIGN,LOCNUM,LAT_DMS,LATDIR,LON_DMS,LONDIR,LOCADD,LOCCITY,LOCCOUNTY,LOCSTATE,NEPA,QZONE,TOWREG,SUPSTRUC,ALLSTRUC,STRUCTYPE,LIC_ID
-122.436913207478497,37.689204935959083,355,"AMFM BROADCASTING LICENSES, LLC",KGZ664,1,"37,41,21",N,"122,26,13",W, ,OAKLAND,ALAMEDA,CA,N, , ,0,0, ,1108872
-158.097814392520178,21.40330342081625,356,"KHNL/KGMB LICENSE SUBSIDIARY, LLC",KPM729,1,"21,24,12",N,"158,5,52",W,PALEHUA RD RALEHUA RIDGE,WAIANAE,HONOLULU,HI,N, ,N/A,43,0,TOWER,1122148
-120.56311437093143,46.598905748601453,357,"TOWNSQUARE MEDIA YAKIMA LICENSE, LLC",KGZ970,1,"46,35,56",N,"120,33,47",W,4010 SUMMITVIEW AVENUE,YAKIMA,YAKIMA,WA,N, , ,7.6,7.6,BPIPE,1108877
-157.887514400868866,21.327503422744819,358,"KHNL/KGMB LICENSE SUBSIDIARY, LLC",KPM729,2,"21,19,39",N,"157,53,15",W, , ,HONOLULU,HI, , , ,0,0, ,1122148
-120.56311437093143,46.598905748601453,359,"TOWNSQUARE MEDIA YAKIMA LICENSE, LLC",KGZ970,2,"46,35,56",N,"120,33,47",W, ,YAKIMA,YAKIMA,WA,N, , ,0,0, ,1108877
-121.975814811704154,47.503605649681056,360,BONNEVILLE INTERNATIONAL CORPORATION,KPM731,1,"47,30,13",N,"121,58,33",W,"3.75 ME SE OF ISSAQUAH, WA ON WEST TIGER MOUNTAIN",ISSAQUAH,KING,WA,N, , ,0,0, ,1122150
-122.308314891618906,47.615605620103331,361,CBS RADIO HOLDINGS INC.,KGZ974,1,"47,36,56",N,"122,18,30",W,1620 18TH AVE,SEATTLE,KING,WA,N, , ,286,286, ,1108881
-122.329414896080536,47.617205617445329,362,BONNEVILLE INTERNATIONAL CORPORATION,KPM731,2,"47,37,2",N,"122,19,46",W, , ,PIERCE,WA, , , ,0,0, ,1122150
-122.108114842326074,47.542805638069808,363,CBS RADIO HOLDINGS INC.,KGZ974,2,"47,32,34",N,"122,6,29",W,MT NEW CASTLE COUGAR MOUNTAIN ANTENNA FARM 11 MI SE OF SEATTLE,ISSAWUAH,KING,WA,N, , ,0,0, ,1108881
-121.47811317678169,38.647805086935257,364,"ENTERCOM SACRAMENTO LICENSE, LLC",KPN710,1,"38,38,52",N,"121,28,41",W,719 N MARKET BLVD,SACRAMENTO,SACRAMENTO,CA,N, ,1038784,167,167,TOWER,1122159
-120.707212704602625,35.393304848140311,365,COWLES CALIFORNIA MEDIA COMPANY,KHP385,1,"35,23,36",N,"120,42,26",W, ,SAN LUIS OBISPO,SAN LUIS OBISPO,CA,N, , ,30,30, ,1109303
-121.500613173858866,38.599505080894794,366,"ENTERCOM SACRAMENTO LICENSE, LLC",KPN710,2,"38,35,58",N,"121,30,2",W, , ,SACRAMENTO,CA, , , ,0,0, ,1122159
-122.234213161608068,37.546904938811906,367,NBC TELEMUNDO LICENSE LLC,KIZ895,1,"37,32,49",N,"122,14,3",W, ,BELMONT,SAN MATEO,CA,N, , ,0,0, ,1109922
-121.975814811704154,47.503605649681056,368,CLASSIC NEWCO,KPN733,1,"47,30,13",N,"121,58,33",W,W TIGER MOUNTAIN,ISSAQUAH,KING,WA,N, , ,0,0, ,1122182
-123.273914379744795,44.556705347973484,369,"BICOASTAL MEDIA LICENSES V, LLC",KJ3813,1,"44,33,24",N,"123,16,26",W, , ,LINN,OR, , , ,0,0, ,1110002
-122.35671490406952,47.633305615261975,370,"KIRO-TV, INC.",KPN760,1,"47,38,0",N,"122,21,24",W,1518 QUEEN ANNE AVE N,SEATTLE,KING,WA,N, , ,0,0, ,1122208
-122.333313572263535,40.620005173300164,371,NOR CAL BROADCASTING CORP,KJC524,1,"40,37,12",N,"122,20,0",W, ,REDDING,SHASTA,CA,N, , ,0,0, ,1110345
-121.939213087014309,37.284704937882616,372,"Metro Networks Communications, Inc.",KPN769,1,"37,17,5",N,"121,56,21",W,1901 S BASCOM AVE,CAMPBELL,SANTA CLARA,CA,N, ,N/A,68.3,74,B,1122217
-122.396713576770125,40.582505165281191,373,NOR CAL BROADCASTING CORP,KJC525,1,"40,34,57",N,"122,23,48",W, ,REDDING,SHASTA,CA,N, , ,0,0, ,1110346
-122.114213133429359,37.461404940385755,374,"Metro Networks Communications, Inc.",KPN769,2,"37,27,41",N,"122,6,51",W, , ,SANTA CLARA,CA, , , ,0,0, ,1122217
-122.843115242674273,48.678905613503325,375,CRISTA MINISTRIES,KPN777,1,"48,40,44",N,"122,50,35",W,ATOP MOUNT CONSTITUTION 5 KM SE,CENTRAL EASTSOUND,SAN JUAN,WA,N, , ,0,0, ,1122225
-123.262214379789768,44.56530534976212,376,OREGON PUBLIC BROADCASTING,KJI338,1,"44,33,55",N,"123,15,44",W, ,CORVALLIS,BENTON,OR,N, , ,0,0, ,1110415
-120.319712951791246,38.30170514427703,377,"LA FAVORITA RADIO NETWORK, INC.",KPN798,1,"38,18,6",N,"120,19,11",W,SUMMIT LEVEL RIDGE 1 KM SW OF MENZIES GIRL SCOUT CAMP,ARNOLD,CALAVERAS,CA,N, ,N/A,20,0,TOWER,1122246
-123.193614382797477,44.636405361318396,378,OREGON PUBLIC BROADCASTING,KJI339,1,"44,38,11",N,"123,11,37",W, ,CORVALLIS,BENTON,OR,N, , ,0,0, ,1110416
-120.317514515882195,47.421705825363631,379,"CCR-WESCOAST IV, LLC",KJJ987,1,"47,25,18",N,"120,19,3",W, ,WENATCHEE,CHELAN,WA,N, , ,0,0, ,1110435
-122.733314489671969,45.515305458480157,380,"ALPHA LICENSEE, LLC",KQA983,1,"45,30,55",N,"122,44,0",W,5516 SW BARNES RD,PORTLAND, , ,N, , ,0,0, ,1122646
-120.315814516626645,47.424505824983896,381,"CCR-WESCOAST IV, LLC",KJJ988,1,"47,25,28",N,"120,18,57",W, ,WENATCHEE,CHELAN,WA,N, , ,0,0, ,1110436
-122.733314489671969,45.515305458480157,382,"ALPHA LICENSEE, LLC",KQA983,2,"45,30,55",N,"122,44,0",W, ,PORTLAND,MULTNOMAH,OR, , , ,0,0, ,1122646
-122.436913207478497,37.689204935959083,383,"NORTHERN CALIFORNIA  PUBLIC BROADCASTING, INC.",KJN619,1,"37,41,21",N,"122,26,13",W, ,SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,0,0, ,1110490
-120.510314347129409,46.532505750540004,384,"FISHER BROADCASTING - WASHINGTON TV, L.L.C.",KQB411,1,"46,31,57",N,"120,30,37",W,AT KIMA TV TRANSMITTER ON AHTANUM RIDGE RD 2 MI SW OF UNION GAP NEAR Y,YAKIMA,YAKIMA,WA,N, , ,0,0, ,1122707
-121.545313180259043,38.591905076658016,385,"SACRAMENTO TELEVISION STATIONS, INC",KJO761,1,"38,35,31",N,"121,32,43",W,2713 KOVR DR.,WEST SACRAMENTO,YOLO,CA,N, , ,53,53, ,1110503
-119.194414027485323,46.096405858243827,386,"FISHER BROADCASTING - WASHINGTON TV, L.L.C.",KQB428,1,"46,5,47",N,"119,11,40",W,AT KEPR TV TRANSMITTER ON JOHNSON,PASCO,FRANKLIN,WA,N, , ,0,0, ,1122714
-157.836114403856584,21.287803424788244,387,"SALEM MEDIA OF HAWAII, INC.",KQB551,1,"21,17,16",N,"157,50,10",W, ,HONOLULU,HONOLULU,HI,N, , ,0,0, ,1122733
-121.50191313038664,38.240005050892421,388,"SACRAMENTO TELEVISION STATIONS, INC",KJO764,1,"38,14,24",N,"121,30,7",W,14001 RIVER RD .65 MI E,WALNUT GROVE,SACRAMENTO,CA,N, ,1011404,583.7,610,TOWER,1110504
-122.055013173319253,37.888104980160726,389,"KSRM, INC.",KQB605,1,"37,53,17",N,"122,3,18",W, ,WALNUT CREEK,CONTRA COSTA,CA, , , ,0,0, ,1122758
-122.480315204383146,48.753905658319518,390,"SAGA BROADCASTING, LLC",KJQ691,1,"48,45,14",N,"122,28,49",W, ,BELLINGHAM,WHATCOM,WA,N, , ,0,0, ,1110529
-119.194414027485323,46.096105857899097,391,JAMES D. INGSTAD,KQB610,1,"46,5,46",N,"119,11,40",W,JOHNSON BUTTE,KENNEWICK,BENTON,WA,N, , ,135,135, ,1122760
-123.066714259455466,44.090305340818858,392,"KEZI, INC.",KJR579,1,"44,5,25",N,"123,4,0",W, ,EUGENE,LANE,OR,N, , ,0,0, ,1110537
-123.093114254719069,44.045605335318029,393,"BICOASTAL MEDIA LICENSES V, LLC",KQB631,1,"44,2,44",N,"123,5,35",W, ,EUGENE,LANE,OR, , , ,0,0, ,1122771
-119.069714021784648,46.172805875890511,394,"CCR-TRI CITIES IV, LLC",KJR898,1,"46,10,22",N,"119,4,11",W, ,KENNEWICK,BENTON,WA,N, , ,0,0, ,1110544
-121.483613202886929,38.848105103068107,395,"AMFM BROADCASTING LICENSES, LLC",KQQ308,1,"38,50,53",N,"121,29,1",W,1231 I ST,SACRAMENTO,SACRAMENTO,CA,N, , ,0,0, ,1122906
-119.087514031447384,46.202805876190268,396,"CCR-TRI CITIES IV, LLC",KJR899,1,"46,12,10",N,"119,5,15",W, ,KENNEWICK,BENTON,WA,N, , ,0,0, ,1110545
-156.254214462927081,20.708603435500191,397,"PACIFIC RADIO GROUP, INC.",KQU363,1,"20,42,31",N,"156,15,15",W, ,WAILUKU,MAUI,HI,N, , ,0,0, ,1122940
-123.07751425298035,44.046905337711223,398,OREGON ST BOARD OF HIGHER ED FOR THE UNIV OF OREGON,KJR902,1,"44,2,49",N,"123,4,39",W, ,EUGENE,LANE,OR,N, , ,0,0, ,1110548
-121.516113171885365,38.56250507704771,399,"KXTV, INC.",KQV757,1,"38,33,45",N,"121,30,58",W,400 BROADWAY,SACRAMENTO,SACRAMENTO,CA,N, , ,20,20, ,1122948
-122.221113196017157,37.865004966206293,400,"PACIFICA FOUNDATION, INC.",KJR909,1,"37,51,54",N,"122,13,16",W,5170 GRIZZLY PEAK BLVD,OAKLAND,ALAMEDA,CA,N, , ,0,0, ,1110553
-121.501713131056135,38.246905051626868,401,"KXTV, INC.",KQV758,1,"38,14,49",N,"121,30,6",W,0.7 MI. NE OF WALNUT GROVE,WALNUT GROVE,SACRAMENTO,CA,N, , ,472,472, ,1122949
-122.221113196017157,37.865004966206293,402,"PACIFICA FOUNDATION, INC.",KJR909,2,"37,51,54",N,"122,13,16",W, ,OAKLAND,ALAMEDA,CA, , , ,0,0, ,1110553
-121.658912978950795,36.674204903633431,403,"ZWERLING BROADCASTING SYSTEM, LTD",KQW772,1,"36,40,27",N,"121,39,32",W, ,SALINAS,MONTEREY,CA,N, , ,0,0, ,1122958
-122.421913216321869,37.7847049449773,404,"YOUNG BROADCASTING OF SAN FRANCISCO, INC.",KJT473,1,"37,47,5",N,"122,25,19",W,1001 VAN NESS AVE,SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,80,80, ,1110567
-119.282212609424334,36.745605072016531,405,"KSEE LICENSE, INC.",KQY891,1,"36,44,44",N,"119,16,56",W, ,FRESNO,FRESNO,CA,N, , ,0,0, ,1122972
-122.452213217865662,37.75530493997104,406,"YOUNG BROADCASTING OF SAN FRANCISCO, INC.",KJT473,2,"37,45,19",N,"122,27,8",W, , ,SAN FRANCISCO,CA, , , ,0,0, ,1110567
-119.726112684252939,36.765305044292404,407,"KSEE LICENSE, INC.",KQY892,1,"36,45,55",N,"119,43,34",W,5035 E MCKINLEY AVE,FRESNO,FRESNO,CA,N, , ,13,13, ,1122973
-119.130312987953971,40.102805395552593,408,"KHQ, INCORPORATED",KJY615,1,"40,6,10",N,"119,7,49",W, ,KENNEWICK,BENTON,WA, , , ,0,0, ,1110629
-122.872813917927942,42.323105246310149,409,"CALIFORNIA OREGON BROADCASTING, INC.",KR4792,1,"42,19,23",N,"122,52,22",W, ,MEDFORD,JACKSON,OR,N, , ,95,95, ,1123085
-120.508314347529122,46.532805750884727,410,"KHQ, INCORPORATED",KJY616,1,"46,31,58",N,"120,30,30",W, ,YAKIMA,YAKIMA,WA, , , ,0,0, ,1110630
-119.426112667765395,37.070005094059923,411,HIGH PLAINS BROADCASTING LICENSE COMPANY LLC,KRC238,1,"37,4,12",N,"119,25,34",W, ,AUBERRY,FRESNO,CA,N, , ,0,0, ,1123388
-122.175813143062058,37.461104935544377,412,SEQUOIA UNION HIGH SCHOOL DISTRICT,KK3661,1,"37,27,40",N,"122,10,33",W, , , ,CA, , , ,0,0, ,1110737
-119.772512696203947,36.808105044911933,413,HIGH PLAINS BROADCASTING LICENSE COMPANY LLC,KRC257,1,"36,48,29",N,"119,46,21",W,4880 N FIRST ST,FRESNO, , ,N, , ,0,0, ,1123389
-122.69561447872519,45.488605461073234,414,"PAMPLIN BROADCASTING-OREGON, INC.",KKN679,1,"45,29,19",N,"122,41,44",W,4700 SW COUNCIL CREST DR,PORTLAND, , ,N, , ,0,0, ,1111252
-119.772512696203947,36.808105044911933,415,HIGH PLAINS BROADCASTING LICENSE COMPANY LLC,KRC257,2,"36,48,29",N,"119,46,21",W, ,FRESNO, , , , , ,0,0, ,1123389
-122.69561447872519,45.488605461073234,416,"PAMPLIN BROADCASTING-OREGON, INC.",KKN679,2,"45,29,19",N,"122,41,44",W, ,PORTLAND,MULTNOMAH,OR, , , ,0,0, ,1111252
-157.821914404626057,21.275003425367853,417,"HITV LICENSE SUBSIDIARY, INC.",KKN684,1,"21,16,30",N,"157,49,19",W,2500 KUHIO AVENUE,HONOLULU,HONOLULU,HI,N, , ,0,0, ,1111256
-119.426112667765395,37.070005094059923,418,HIGH PLAINS BROADCASTING LICENSE COMPANY LLC,KRC258,1,"37,4,12",N,"119,25,34",W, ,AUBERRY,FRESNO,CA,N, , ,0,0, ,1123390
-122.911113926866207,42.341405243956899,419,"KTVL LICENSEE, LLC",KKN685,1,"42,20,29",N,"122,54,40",W,1440 ROSSANLEY DR NEAR,MEDFORD,JACKSON,OR,N, , ,0,0, ,1111257
-122.001913182447382,38.030004995734018,420,CLAYTON VALLEY HIGH SCHOOL,KRE631,1,"38,1,48",N,"122,0,7",W, ,PORT CHICAGO,CONTRA COSTA,CA, , , ,0,0, ,1123406
-122.911113926866207,42.341405243956899,421,"KTVL LICENSEE, LLC",KKN685,2,"42,20,29",N,"122,54,40",W, ,MEDFORD,JACKSON,OR, , , ,0,0, ,1111257
-156.453914454088732,20.883303429409811,422,"PACIFIC RADIO GROUP, INC.",KRE638,1,"20,53,0",N,"156,27,14",W,380 DAIRY RD,KAHULUI,MAUI,HI,N, , ,0,0, ,1123413
-122.399413214748066,37.794504947245564,423,CBS RADIO EAST INC.,KKN755,1,"37,47,40",N,"122,23,58",W, , ,SAN FRANCISCO,CA, , , ,0,0, ,1111287
-121.840813373238589,39.73440514668021,424,"CATAMOUNT BROADCASTING OF CHICO-REDDING, INC.",KRE943,1,"39,44,4",N,"121,50,27",W, ,CHICO,BUTTE,CA,N, , ,0,0, ,1123416
-122.500013235922026,37.848904944107922,425,CBS RADIO EAST INC.,KKN755,2,"37,50,56",N,"122,30,0",W,Mt Beacon Wolfback Ridge Road,Sausalito,MARIN,CA,N, , ,8,8,TOWER,1111287
-119.978312428175968,33.52280470237514,426,NBC TELEMUNDO LICENSE LLC,KRI908,2,"33,31,22",N,"119,58,42",W,TORO PEAK,PALM DESERT,RIVERSIDE,CA,N, , ,10,10, ,1123465
-122.061913165959808,37.815604973290924,427,CBS RADIO EAST INC.,KKN755,3,"37,48,56",N,"122,3,43",W,Rocky Ridge,Alamo,CONTRA COSTA,CA,N, , ,6,6,BPOLE,1111287
-119.978312510913597,34.526704806481689,428,NBC TELEMUNDO LICENSE LLC,KRI908,3,"34,31,36",N,"119,58,42",W,SANTA YNEZ PEAK,GOLETA,SANTA BARBARA,CA,N, , ,18,18, ,1123465
-122.221413196361894,37.86530496655103,429,CBS RADIO EAST INC.,KKN755,4,"37,51,55",N,"122,13,17",W,5170 GRIZZLY PEAK BLVD,OAKLAND,ALAMEDA,CA,N, ,1016115,76.2,93.8,TOWER,1111287
-122.315613205684869,37.827504956388672,430,"AMFM BROADCASTING LICENSES, LLC",KRJ519,1,"37,49,39",N,"122,18,56",W,KROW ISLAND,OAKLAND, , ,N, , ,0,0, ,1123475
-122.436413207803255,37.688904935614339,431,CBS RADIO EAST INC.,KKN755,5,"37,41,20",N,"122,26,11",W,Radio Road,Sam Bruno,SAN MATEO,CA,N, , ,30,33,MAST,1111287
-122.315613205684869,37.827504956388672,432,"AMFM BROADCASTING LICENSES, LLC",KRJ519,2,"37,49,39",N,"122,18,56",W, ,OAKLAND,ALAMEDA,CA, , , ,0,0, ,1123475
-122.399413214748066,37.798104947785184,433,CBS RADIO EAST INC.,KKN755,6,"37,47,53",N,"122,23,58",W,1 Embarcadero Center,San Francisco,SAN FRANCISCO,CA,N, , ,178.3,181,BMAST,1111287
-121.341413157291356,38.660005098256711,434,CBS RADIO HOLDINGS INC.,KRJ521,1,"38,39,36",N,"121,20,29",W,5244 MADISON AVE,SACRAMENTO,SACRAMENTO,CA,N, , ,33.5,36.6,TOWER,1123476
-122.530313274338084,38.139404965866568,435,CBS RADIO EAST INC.,KKN755,7,"38,8,22",N,"122,31,49",W,8198 Binford Road,Novato,MARIN,CA,N, , ,4,6,BPIPE,1111287
-123.173614497411108,45.221705397186383,436,"BOHNSACK STRATEGIES, INC.",KRO514,1,"45,13,18",N,"123,10,25",W, ,MCMINNVILLE,YAMHILL,OR,N, , ,0,0, ,1123499
-121.816913071481039,37.311104948434661,437,"PRINCIPLE BAY AREA HOLDING CO., LLC",KKN756,1,"37,18,40",N,"121,49,1",W,2905 S KING RD,SAN JOSE, , ,N, , ,0,0, ,1111288
-120.540313420228145,41.483605392275081,438,"EDI MEDIA, INC.",KRU263,1,"41,29,1",N,"120,32,25",W, ,ALTURAS,MODOC,CA,N, , ,0,0, ,1123539
-121.816913071481039,37.311104948434661,439,"PRINCIPLE BAY AREA HOLDING CO., LLC",KKN756,2,"37,18,40",N,"121,49,1",W, ,SAN JOSE, , , , , ,0,0, ,1111288
-120.499213416166185,41.504705397636023,440,"EDI MEDIA, INC.",KRU264,1,"41,30,17",N,"120,29,57",W, ,ALTURAS,MODOC,CA, , , ,0,0, ,1123540
-119.24171425540851,47.102205919567602,441,"MCC RADIO, LLC",KKN765,1,"47,6,8",N,"119,14,30",W,RITZVILLE HWY ROAD 1 NE,LAKE, , ,N, , ,0,0, ,1111295
-121.655813261372884,39.099705110702352,442,"RESULTS RADIO OF CHICO LICENSEE, LLC",KSJ896,1,"39,5,59",N,"121,39,21",W, ,YUBA CITY,SUTTER,CA,N, , ,0,0, ,1124027
-119.24171425540851,47.102205919567602,443,"MCC RADIO, LLC",KKN765,2,"47,6,8",N,"119,14,30",W, ,LAKE, , , , , ,0,0, ,1111295
-157.829714403696755,21.278603425008093,444,"BLOW UP, LLC",KST769,1,"21,16,43",N,"157,49,47",W, ,HONOLULU,HONOLULU,HI,N, , ,0,0, ,1124098
-122.60531515736858,48.495305630950149,445,"SAN JUAN COMMUNICATIONS, INC.",KL2280,1,"48,29,43",N,"122,36,19",W, , ,SKAGIT,WA, , , ,0,0, ,1111401
-122.108114842326074,47.54190563793491,446,KING BROADCASTING COMPANY,KSV483,3,"47,32,31",N,"122,6,29",W,Couger Mountain,Rural Area,KING,WA,N, , ,54.9,54.9,TOWER,1124109
-122.625315149774337,48.453905626543474,447,"SAN JUAN COMMUNICATIONS, INC.",KL2280,2,"48,27,14",N,"122,37,31",W, , ,SKAGIT,WA, , , ,0,0, ,1111401
-122.341714898523719,47.621705616321201,448,KING BROADCASTING COMPANY,KSV483,2,"47,37,18",N,"122,20,30",W,333 Dexter Avenue North,Seattle,KING,WA,N, , ,21.9,21.9,TOWER,1124109
-122.447214828201695,47.25200558538949,449,PRC TACOMA -- I LLC,KL4050,1,"47,15,7",N,"122,26,50",W, ,TACOMA,PIERCE,WA, , , ,37,37, ,1111484
-122.350814902685542,47.631705616121337,450,KING BROADCASTING COMPANY,KSV483,1,"47,37,54",N,"122,21,3",W,301 Galer Street,Seattle,KING,WA,N, ,1032128,173.7,173.7,TOWER,1124109
-119.24171425540851,47.102205919567602,451,"MCC RADIO, LLC",KLB807,1,"47,6,8",N,"119,14,30",W, ,MOSES LAKE,GRANT,WA,N, , ,0,0, ,1111856
-122.406713213244174,37.77470494517712,452,NORTHERN CALIFORNIA PUBLIC BROADCASTING INC,KTA202,1,"37,46,29",N,"122,24,24",W, ,SAN FRANCISCO, , , , , ,0,0, ,1124305
-121.246713053864312,37.925305042693587,453,"KNOX, INC.",KLE451,1,"37,55,31",N,"121,14,48",W, ,STOCKTON,SAN JOAQUIN,CA,N, , ,0,0, ,1111878
-122.406713213244174,37.77470494517712,454,NORTHERN CALIFORNIA PUBLIC BROADCASTING INC,KTA202,2,"37,46,29",N,"122,24,24",W, ,SAN FRANCISCO, , ,N, , ,0,0, ,1124305
-121.983113058320953,36.961404906311429,455,"ZWERLING BROADCASTING SYSTEM, LTD",KLG271,1,"36,57,41",N,"121,58,59",W, ,SANTA CRUZ,SANTA CRUZ,CA,N, , ,0,0, ,1111889
-122.406713213244174,37.77470494517712,456,NORTHERN CALIFORNIA PUBLIC BROADCASTING INC,KTA202,3,"37,46,29",N,"122,24,24",W, ,SAN FRANCISCO, , ,N, , ,0,0, ,1124305
-122.021713065805343,36.977504905027374,457,"ZWERLING BROADCASTING SYSTEM, LTD",KLG272,1,"36,58,39",N,"122,1,18",W, ,SANTA CRUZ,SANTA CRUZ,CA,N, , ,0,0, ,1111890
-122.397813212909412,37.78000494587161,458,NORTHERN CALIFORNIA PUBLIC BROADCASTING INC,KTA203,1,"37,46,48",N,"122,23,52",W, ,SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,0,0, ,1124306
-122.269213194633224,37.790004956463633,459,"KTVU, LLC",KLI921,1,"37,47,24",N,"122,16,9",W,2 JACK LONDON SQ,OAKLAND,ALAMEDA,CA,N, , ,41,41, ,1111922
-122.22081319567242,37.865004966206293,460,NORTHERN CALIFORNIA PUBLIC BROADCASTING INC,KTA206,1,"37,51,54",N,"122,13,15",W, ,OAKLAND,ALAMEDA,CA,N, , ,0,0, ,1124309
-122.452213217865662,37.75530493997104,461,"KTVU, LLC",KLI922,1,"37,45,19",N,"122,27,8",W,MOUNT SUTRO TWR,SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,298,298, ,1111923
-119.434212669878775,37.076905093894993,462,"KFSN TELEVISION, LLC",KLO500,1,"37,4,37",N,"119,26,3",W,41986 RINGTAIL DRIVE,MEADOW LAKES,FRESNO,CA,N, , ,83,83, ,1111961
-122.108914843245358,47.544405638109765,463,"CITICASTERS LICENSES, INC.",KTB664,1,"47,32,40",N,"122,6,32",W, ,ISSAQUAH,KING,WA, , , ,0,0, ,1124314
-119.802812694150489,36.738305035748837,464,"KFSN TELEVISION, LLC",KLO505,1,"36,44,18",N,"119,48,10",W, ,FRESNO,FRESNO,CA,N, , ,0,0, ,1111963
-119.802812694150489,36.738305035748837,465,"KFSN TELEVISION, LLC",KLO505,2,"36,44,18",N,"119,48,10",W, ,FRESNO,FRESNO,CA, , , ,11,11, ,1111963
-119.802812694150489,36.738305035748837,466,"KFSN TELEVISION, LLC",KLO505,3,"36,44,18",N,"119,48,10",W,1777 G STREET,FRESNO, , ,N, , ,11,11, ,1111963
-121.483613202886929,38.848105103068107,467,"AMFM BROADCASTING LICENSES, LLC",KLP415,1,"38,50,53",N,"121,29,1",W,KFBK TRANSMITTER SITE 1.5 MI N,PLEASANT GROVE,SUTTER,CA,N, , ,0,0, ,1111970
-121.49251316994679,38.573905079355988,468,"AMFM BROADCASTING LICENSES, LLC",KLP416,1,"38,34,26",N,"121,29,33",W, ,SACRAMENTO,SACRAMENTO,CA,N, , ,0,0, ,1111971
-122.331914895356078,47.613105617230531,469,"BELLEVUE RADIO, INC.",KLZ874,1,"47,36,47",N,"122,19,55",W, ,SEATTLE,KING,WA, , , ,0,0, ,1112030
-122.234213161608068,37.546904938811906,470,SUSQUEHANNA RADIO CORP.,KLZ895,1,"37,32,49",N,"122,14,3",W, ,BELMONT,SAN MATEO,CA,N, , ,0,0, ,1112040
-119.287212610673393,36.745605072016531,471,"PEAK BROADCASTING OF FRESNO LICENSES, LLC",KLZ901,1,"36,44,44",N,"119,17,14",W,"13.8 Km NNE of Orange Cove, CA",Orange Cove,FRESNO,CA,N, , ,15.2,15.2,NNTANN,1112043
-121.834213371949559,39.733105146985004,472,"CATAMOUNT BROADCASTING OF CHICO-REDDING, INC.",KMH346,1,"39,43,59",N,"121,50,3",W,3460 SILVERBELL ROAD,CHICO,BUTTE,CA,N, , ,11,11, ,1112417
-121.714213384240296,39.9581051744143,473,"CATAMOUNT BROADCASTING OF CHICO-REDDING, INC.",KMH347,1,"39,57,29",N,"121,42,51",W, ,CHICO,BUTTE,CA,N, , ,0,0, ,1112418
-121.653312977012263,36.670604903993187,474,CENTRAL CAL COMMUNICATIONS CORP,KMH550,1,"36,40,14",N,"121,39,12",W, ,SALINAS,MONTEREY,CA,N, , ,0,0, ,1112421
-121.500812962748,36.755304922184429,475,CENTRAL CAL COMMUNICATIONS CORP,KMH551,1,"36,45,19",N,"121,30,3",W, ,SALINAS,MONTEREY,CA,N, , ,0,0, ,1112422
-121.553913186544264,38.635605080110395,476,CBS RADIO STATIONS INC.,KMH600,1,"38,38,8",N,"121,33,14",W,3802 GARDEN HWY,SACRAMENTO,SACRAMENTO,CA,N, , ,155,155, ,1112424
-119.486712664557786,36.948305078316764,477,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC",KMH604,1,"36,56,54",N,"119,29,12",W, ,RURAL,FRESNO,CA, , , ,49,49, ,1112425
-119.750012688334877,36.770805042518745,478,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC",KMH604,2,"36,46,15",N,"119,45,0",W,1060 FULTON MALL,FRESNO,FRESNO,CA,N, , ,0,0, ,1112425
-120.650012691932133,35.360004847645648,479,CENTRAL CAL COMMUNICATIONS CORP,KMJ515,1,"35,21,36",N,"120,39,0",W, ,SN LUIS OBISPO,SAN LUIS OBISPO,CA,N, , ,0,0, ,1112432
-122.399413214748066,37.799704947825141,480,"RADIO LICENSE HOLDING VIII, LLC",KMJ577,1,"37,47,59",N,"122,23,58",W,900 FRONT ST,SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,0,18, ,1112433
-122.102213139424819,37.527204946750942,481,"RADIO LICENSE HOLDING VIII, LLC",KMJ577,2,"37,31,38",N,"122,6,8",W,TRANSMITTER BLDG BM-7 DUMBARTON RD,FREMONT,SAN FRANCISCO,CA,N, , ,12,12, ,1112433
-120.429712620441023,34.952804822184874,482,"KNIGHT BROADCASTING, INC.",KMJ900,1,"34,57,10",N,"120,25,47",W, ,SANTA MARIA,SANTA BARBARA,CA,N, , ,0,0, ,1112436
-121.546113180278994,38.593105077137622,483,"SACRAMENTO TELEVISION STATIONS, INC",KMK282,1,"38,35,35",N,"121,32,46",W,"2713 KOVR Drive, West Sacramento, CA. 95605",West Sacramento,SACRAMENTO,CA,N, , ,56.4,56.4,TOWER,1112438
-121.501913131285946,38.247205051072285,484,"SACRAMENTO TELEVISION STATIONS, INC",KMK282,2,"38,14,50",N,"121,30,7",W,14003 RIVER RD .7 MI NE,WALNUT GROVE,SACRAMENTO,CA,N, ,1012855,438.3,472.1,TOWER,1112438
-121.297213065130791,37.952505041574454,485,"SACRAMENTO TELEVISION STATIONS, INC",KMK282,3,"37,57,9",N,"121,17,50",W,"509 W. Weber, Suite 202",Stockton,SAN JOAQUIN,CA,N, , ,22.9,26.8,BANT,1112438
